"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"日高郡_由良町","16.6","-9.3","28.6","64.2","-","30.4","2.2","13.9","-8.8","-0.4","4.2","33.8","-21.9","-2.9","-0.4","41.6","15.6","28.5","19.1","15.7","5.5","27.4","3.1"
"日高郡印南町","3.8","-10.6","1.3","9.4","-","26.6","-19.4","20.8","-7.0","-14.2","12.5","-16.8","-16.8","-7.4","-13.8","128.3","3.8","15.3","6.9","3.8","-9.7","14.7","-2.5"
"日高郡みなべ町","-7.1","-22.0","-6.9","11.4","-","-9.6","28.2","-7.9","-13.0","-12.7","-0.3","-0.3","-13.9","-7.0","6.3","72.7","-5.0","5.6","-2.1","-4.9","-19.1","-1.5","-2.4"
"日高郡日高川町","-7.0","-10.3","-4.0","19.3","-","-7.0","7.9","-50.8","-6.5","-14.2","3.6","-23.5","-18.2","-9.1","-9.3","29.3","-6.5","3.9","-3.7","-6.4","-7.0","-2.8","-9.5"
"西牟婁郡_白浜町","-8.2","-22.8","-5.7","-221.0","-90.3","27.4","-29.8","-14.1","-8.8","-9.9","1.1","-6.6","-15.5","-11.1","-4.4","11.5","-7.3","3.0","-4.5","-7.3","-4.2","-4.4","-7.8"
"西牟婁郡_上富田町","-1.3","-15.1","-1.9","10.7","-","-0.3","13.8","28.8","-10.1","-6.5","4.2","-3.9","-16.0","-6.6","0.4","-24.3","-1.5","9.5","1.5","-1.4","-14.0","3.1","-2.8"
"西牟婁郡_すさみ町","-2.4","-19.6","-7.8","7.3","-21.6","-5.8","61.9","-2.0","-11.4","-14.0","2.1","1.8","-16.5","-7.7","8.9","-29.5","-1.3","9.7","1.7","-1.2","-9.4","10.3","-3.8"
"東牟婁郡_那智勝浦町","-5.4","-12.6","-7.8","10.8","-","13.0","-0.7","-1.0","-9.8","-9.4","1.8","-0.9","-17.3","-8.5","-4.8","122.5","-3.0","7.8","-0.1","-3.0","0.1","4.4","-4.0"
"東牟婁郡_太地町","-4.4","-9.0","-16.0","-19.4","-","-0.1","29.9","0.2","-13.5","-3.5","1.3","1.8","-21.6","-7.4","23.1","85.6","0.5","11.8","3.6","0.6","-18.8","14.3","1.7"
"東牟婁郡_古座川町","-6.5","-57.5","-7.2","-3.6","8.2","22.8","16.3","-80.2","-18.3","-25.6","1.6","33.2","-16.3","1.3","-21.3","-71.2","-14.8","-5.3","-12.2","-14.7","-29.8","17.1","-19.4"
"東牟婁郡_北山村","-8.2","-8.8","-8.2","-","-","23.7","49.2","-21.9","30.8","-32.2","-0.5","-","-20.1","0.9","-4.3","-17.1","-7.6","2.7","-4.9","-7.6","-8.4","46.6","-14.3"
"東牟婁郡_串本町","-1.4","-18.6","-6.1","17.9","-","33.5","12.0","-4.8","-10.7","-4.2","2.3","-1.7","-13.5","-4.8","1.4","-9.6","-0.9","10.2","2.1","-0.8","8.8","19.0","-3.2"
"海草地区","6.4","-10.2","-0.4","-30.6","-3.6","18.4","-3.5","-5.7","-3.4","3.8","2.1","3.0","2.4","-5.5","-2.1","28.2","5.8","17.6","9.0","5.9","-11.2","16.3","-0.9"
"那賀地区","-0.5","-13.0","-11.3","15.8","-37.7","8.6","-4.7","-1.9","-4.1","1.6","1.8","6.3","-20.5","-2.5","1.6","-11.5","-0.5","10.6","2.5","-0.4","-12.5","3.7","-1.2"
"伊都地区","-4.1","-18.4","-3.6","-17.0","-49.7","-5.3","1.3","-10.4","-6.5","-2.6","1.0","-4.7","-6.3","-4.2","-3.6","110.6","-0.4","10.8","2.6","-0.3","-17.8","-3.0","1.2"
"有田地区","4.3","-13.4","-9.0","-21.8","-","20.8","-6.3","-14.9","-6.6","0.7","3.7","-13.5","-17.0","-5.0","-0.4","43.9","4.3","15.9","7.4","4.4","-14.5","17.1","-2.2"
"日高地区","-3.5","-15.1","-2.7","-0.1","-100.0","3.9","-6.8","-10.2","-9.6","-1.8","3.9","-4.5","-12.6","-4.9","-2.1","57.8","-2.3","8.6","0.6","-2.3","-12.9","0.7","-2.4"
"西牟婁地区","-5.0","-21.4","-4.7","9.9","-13.0","4.5","-9.4","-4.0","-5.6","2.2","2.3","-4.5","-18.4","-8.0","-3.5","-1.7","-4.7","5.9","-1.8","-4.6","-16.9","-1.5","-4.7"
"東牟婁地区","-3.4","-21.3","-6.7","9.7","5.6","5.6","-2.7","-11.5","-6.6","0.8","2.8","13.8","-1.8","-7.1","-1.4","13.7","-2.7","8.2","0.3","-2.6","-2.7","0.4","-3.1"
