"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"西牟婁郡_すさみ町","10513.0","242.0","298.0","234.0","259.0","1416.0","1398.0","205.0","970.0","461.0","1557.0","150.0","360.0","2965.0","2404.0","338.0","13255.0","106.0","53.0","13309.0","773.0","3072.0","9410.0"
"東牟婁郡_那智勝浦町","42612.0","365.0","318.0","1696.0","0.0","1454.0","4420.0","754.0","6178.0","1839.0","5666.0","1132.0","1403.0","17387.0","3729.0","890.0","47231.0","377.0","188.0","47420.0","2379.0","5873.0","38979.0"
"東牟婁郡_太地町","5815.0","25.0","12.0","1122.0","0.0","597.0","613.0","105.0","520.0","261.0","1088.0","30.0","193.0","1249.0","805.0","114.0","6734.0","54.0","27.0","6761.0","1158.0","1210.0","4366.0"
"東牟婁郡_古座川町","6276.0","144.0","563.0","66.0","2.0","347.0","1776.0","478.0","440.0","294.0","873.0","1.0","264.0","1027.0","1940.0","632.0","8849.0","71.0","35.0","8884.0","773.0","2126.0","5950.0"
"東牟婁郡_北山村","2583.0","13.0","58.0","0.0","0.0","0.0","524.0","1531.0","24.0","46.0","102.0","0.0","61.0","226.0","453.0","62.0","3098.0","25.0","12.0","3111.0","70.0","524.0","2504.0"
"東牟婁郡_串本町","38911.0","273.0","203.0","1862.0","0.0","1991.0","3211.0","1272.0","6206.0","2403.0","6067.0","692.0","1321.0","13409.0","11638.0","1318.0","51867.0","414.0","207.0","52074.0","2338.0","5203.0","44326.0"
"海草地区","1680863.0","10744.0","356.0","772.0","12910.0","622544.0","72815.0","52187.0","199743.0","110067.0","184202.0","67634.0","53930.0","292959.0","220124.0","24933.0","1925920.0","15383.0","7674.0","1933629.0","11871.0","708269.0","1205779.0"
"那賀地区","210680.0","13271.0","203.0","355.0","1718.0","47934.0","17295.0","3601.0","28585.0","7912.0","36138.0","6647.0","5737.0","41284.0","28424.0","6021.0","245125.0","1958.0","977.0","246107.0","13829.0","66947.0","164349.0"
"伊都地区","202631.0","7582.0","658.0","23.0","316.0","47773.0","17702.0","7374.0","22853.0","11072.0","34402.0","5796.0","4987.0","42093.0","35194.0","7703.0","245528.0","1961.0","978.0","246511.0","8263.0","65791.0","171474.0"
"有田地区","311777.0","11897.0","683.0","2451.0","0.0","162923.0","20650.0","3854.0","23831.0","7954.0","27290.0","9295.0","4438.0","36510.0","31681.0","3574.0","347032.0","2772.0","1383.0","348421.0","15032.0","183573.0","148427.0"
"日高地区","220945.0","14503.0","1050.0","3637.0","144.0","55290.0","25235.0","7999.0","26371.0","9388.0","23716.0","5421.0","4356.0","43838.0","36786.0","3873.0","261604.0","2090.0","1042.0","262651.0","19189.0","80668.0","161747.0"
"西牟婁地区","303241.0","9222.0","2559.0","2497.0","895.0","34185.0","25737.0","10952.0","51445.0","16426.0","34491.0","8969.0","12238.0","93626.0","48732.0","9474.0","361447.0","2887.0","1440.0","362893.0","14278.0","60817.0","286352.0"
"東牟婁地区","188973.0","1231.0","1640.0","5004.0","183.0","10460.0","19463.0","10938.0","33283.0","11582.0","22974.0","4906.0","7705.0","59603.0","36117.0","5819.0","230909.0","1844.0","920.0","231833.0","7875.0","30106.0","192927.0"
