"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"日高郡印南町","89.5","12.4","0.6","0.5","0.0","25.9","14.1","0.8","8.0","2.9","7.4","1.1","1.9","13.9","8.3","1.8","99.6","0.8","0.4","100.0","13.5","39.9","46.1"
"日高郡みなべ町","89.8","11.1","0.5","1.5","0.0","34.8","9.4","0.8","6.9","2.0","9.2","1.0","1.2","11.4","8.3","1.5","99.6","0.8","0.4","100.0","13.0","44.2","42.3"
"日高郡日高川町","82.8","6.3","2.0","1.6","0.0","22.9","14.3","4.6","3.5","2.3","8.1","3.0","1.7","12.6","14.4","2.4","99.6","0.8","0.4","100.0","9.9","37.1","52.6"
"西牟婁郡_白浜町","85.9","1.5","0.4","0.9","0.1","6.5","6.3","1.7","9.2","2.1","9.9","4.1","2.1","41.1","9.2","4.4","99.6","0.8","0.4","100.0","2.8","12.9","83.9"
"西牟婁郡_上富田町","78.6","2.6","0.3","0.1","0.2","24.3","6.8","1.5","10.4","2.1","10.5","2.8","1.8","15.3","17.7","3.3","99.6","0.8","0.4","100.0","3.0","31.2","65.4"
"西牟婁郡_すさみ町","79.0","1.8","2.2","1.8","1.9","10.6","10.5","1.5","7.3","3.5","11.7","1.1","2.7","22.3","18.1","2.5","99.6","0.8","0.4","100.0","5.8","23.1","70.7"
"東牟婁郡_那智勝浦町","89.9","0.8","0.7","3.6","0.0","3.1","9.3","1.6","13.0","3.9","11.9","2.4","3.0","36.7","7.9","1.9","99.6","0.8","0.4","100.0","5.0","12.4","82.2"
"東牟婁郡_太地町","86.0","0.4","0.2","16.6","0.0","8.8","9.1","1.6","7.7","3.9","16.1","0.5","2.9","18.5","11.9","1.7","99.6","0.8","0.4","100.0","17.1","17.9","64.6"
"東牟婁郡_古座川町","70.6","1.6","6.3","0.7","0.0","3.9","20.0","5.4","5.0","3.3","9.8","0.0","3.0","11.6","21.8","7.1","99.6","0.8","0.4","100.0","8.7","23.9","67.0"
"東牟婁郡_北山村","83.0","0.4","1.9","0.0","0.0","0.0","16.8","49.2","0.8","1.5","3.3","0.0","2.0","7.3","14.6","2.0","99.6","0.8","0.4","100.0","2.3","16.8","80.5"
"東牟婁郡_串本町","74.7","0.5","0.4","3.6","0.0","3.8","6.2","2.4","11.9","4.6","11.7","1.3","2.5","25.7","22.3","2.5","99.6","0.8","0.4","100.0","4.5","10.0","85.1"
"海草地区","86.9","0.6","0.0","0.0","0.7","32.2","3.8","2.7","10.3","5.7","9.5","3.5","2.8","15.2","11.4","1.3","99.6","0.8","0.4","100.0","0.6","36.6","62.4"
"那賀地区","85.6","5.4","0.1","0.1","0.7","19.5","7.0","1.5","11.6","3.2","14.7","2.7","2.3","16.8","11.5","2.4","99.6","0.8","0.4","100.0","5.6","27.2","66.8"
"伊都地区","82.2","3.1","0.3","0.0","0.1","19.4","7.2","3.0","9.3","4.5","14.0","2.4","2.0","17.1","14.3","3.1","99.6","0.8","0.4","100.0","3.4","26.7","69.6"
"有田地区","89.5","3.4","0.2","0.7","0.0","46.8","5.9","1.1","6.8","2.3","7.8","2.7","1.3","10.5","9.1","1.0","99.6","0.8","0.4","100.0","4.3","52.7","42.6"
"日高地区","84.1","5.5","0.4","1.4","0.1","21.1","9.6","3.0","10.0","3.6","9.0","2.1","1.7","16.7","14.0","1.5","99.6","0.8","0.4","100.0","7.3","30.7","61.6"
"西牟婁地区","83.6","2.5","0.7","0.7","0.2","9.4","7.1","3.0","14.2","4.5","9.5","2.5","3.4","25.8","13.4","2.6","99.6","0.8","0.4","100.0","3.9","16.8","78.9"
"東牟婁地区","81.5","0.5","0.7","2.2","0.1","4.5","8.4","4.7","14.4","5.0","9.9","2.1","3.3","25.7","15.6","2.5","99.6","0.8","0.4","100.0","3.4","13.0","83.2"
