"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"西牟婁郡_白浜町","86.6","2.0","0.3","-0.1","0.1","5.1","6.1","1.8","8.5","3.0","10.9","4.3","1.9","42.8","10.9","2.1","99.6","0.9","0.4","100.0","2.2","11.3","86.1"
"西牟婁郡_上富田町","80.7","3.6","0.2","0.1","0.0","22.9","7.3","2.6","10.7","2.7","10.8","3.7","1.5","14.7","16.8","2.1","99.6","0.9","0.4","100.0","3.9","30.2","65.5"
"西牟婁郡_すさみ町","79.7","2.5","1.4","1.4","1.5","13.3","5.1","1.8","7.2","4.6","13.7","1.2","2.6","23.3","16.9","3.0","99.6","0.9","0.4","100.0","5.4","19.8","74.3"
"東牟婁郡_那智勝浦町","90.0","1.0","0.4","1.5","0.0","3.6","6.0","1.7","12.0","4.7","13.8","2.5","2.9","39.9","7.8","1.8","99.6","0.9","0.4","100.0","2.9","9.6","87.1"
"東牟婁郡_太地町","85.1","0.7","0.1","13.1","0.0","7.2","6.6","1.6","8.2","5.3","18.6","0.5","2.6","20.7","13.0","1.5","99.6","0.9","0.4","100.0","13.9","13.7","72.0"
"東牟婁郡_古座川町","68.7","4.1","4.6","0.4","0.1","2.0","13.0","2.9","4.8","4.2","12.8","0.6","3.9","15.2","23.5","7.4","99.6","0.9","0.4","100.0","9.1","15.2","75.3"
"東牟婁郡_北山村","80.3","0.8","1.2","0.0","0.0","1.1","9.6","48.4","0.8","1.9","4.2","0.0","2.2","10.2","17.4","1.9","99.6","0.9","0.4","100.0","2.0","10.6","86.9"
"東牟婁郡_串本町","74.2","0.5","0.2","1.9","0.0","2.9","5.9","2.7","11.2","5.2","12.2","1.4","2.8","27.3","23.6","1.7","99.6","0.9","0.4","100.0","2.7","8.8","88.1"
"海草地区","88.0","0.6","0.0","0.0","0.5","35.4","3.2","2.9","8.9","5.4","9.2","4.0","2.8","15.1","10.2","1.3","99.6","0.9","0.4","100.0","0.6","39.1","59.8"
"那賀地区","85.9","5.0","0.1","0.1","0.4","17.5","8.1","1.8","11.2","4.3","14.6","3.3","1.7","17.8","11.6","2.1","99.6","0.9","0.4","100.0","5.2","26.1","68.3"
"伊都地区","81.7","4.0","0.2","0.0","0.1","11.6","7.3","3.3","9.2","5.5","15.1","3.3","2.3","19.8","14.7","3.2","99.6","0.9","0.4","100.0","4.2","19.0","76.4"
"有田地区","86.8","4.9","0.1","0.8","0.0","32.1","5.2","1.1","8.8","3.4","11.0","3.8","1.4","14.1","11.5","1.3","99.6","0.9","0.4","100.0","5.9","37.3","56.4"
"日高地区","83.5","6.6","0.3","1.0","0.0","19.7","8.0","3.6","9.0","4.1","9.8","3.0","1.5","17.1","14.5","1.5","99.6","0.9","0.4","100.0","7.9","27.7","64.0"
"西牟婁地区","83.5","3.3","0.4","0.4","0.1","8.7","6.4","3.7","13.5","5.4","10.1","2.9","2.2","26.3","14.1","2.0","99.6","0.9","0.4","100.0","4.1","15.3","80.2"
"東牟婁地区","81.1","0.7","0.4","1.2","0.1","4.0","6.7","4.9","13.3","5.9","11.0","2.4","3.4","27.1","16.2","2.3","99.6","0.9","0.4","100.0","2.3","10.8","86.5"
