"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"伊都郡_かつらぎ町","2.0","-22.7","-14.2","-","-28.2","-1.8","37.8","28.7","5.6","3.7","0.7","-4.7","18.7","-2.1","-1.8","-15.8","1.2","-21.0","-21.5","1.0","-22.5","9.7","0.2"
"伊都郡_九度山町","-0.4","-22.7","-12.6","-","-","-4.0","25.8","-6.8","5.6","-17.9","1.7","-8.2","-18.9","3.8","-0.1","-15.2","-0.9","-22.6","-23.1","-1.0","-22.5","15.8","-0.9"
"伊都郡_高野町","4.7","-23.0","-14.6","-","-","1.7","51.6","-1.2","5.6","-9.2","-1.6","0.3","32.7","1.0","-4.7","-10.5","-3.3","-24.5","-25.0","-3.5","-19.0","21.2","-4.8"
"有田郡_湯浅町","-3.0","-22.4","-0.8","-25.6","-","-31.2","36.3","-1.8","7.0","0.4","0.5","-22.0","-0.9","0.4","-2.2","-13.1","-3.1","-24.3","-24.8","-3.2","-22.6","-10.9","-0.8"
"有田郡_広川町","-6.3","-22.8","-14.3","-161.8","-","-10.8","0.9","6.5","6.4","-10.6","0.1","-11.5","-3.2","-1.2","-4.8","-14.4","-6.2","-26.8","-27.2","-6.3","-23.6","-6.5","-3.6"
"有田郡_有田川町","-5.3","-22.5","-9.3","-10.5","-","-15.2","12.9","0.9","7.1","-5.9","0.9","-10.6","-7.8","-2.5","0.2","-8.0","-4.6","-25.5","-25.9","-4.7","-22.1","-7.2","-1.2"
"日高郡_美浜町","-4.0","-23.0","-7.2","28.7","-","-36.0","11.5","-3.1","7.5","-9.9","1.0","19.6","-3.0","1.4","-4.0","-25.8","-4.3","-25.3","-25.7","-4.4","-18.8","-20.1","-1.1"
"日高郡_日高町","1.9","-22.2","-14.3","-42.8","-","19.8","26.1","1.4","7.8","-12.4","2.3","4.8","-4.6","2.0","3.5","-16.3","1.3","-20.9","-21.4","1.2","-30.8","22.3","1.1"
"日高郡_由良町","22.9","-22.6","-13.3","-6.6","7.6","48.7","-23.0","-13.0","6.0","-4.3","0.4","-10.4","4.9","-5.3","-23.6","-17.3","16.5","-9.0","-9.6","16.3","-19.8","38.2","-9.1"
"日高郡印南町","34.5","-22.9","-11.8","-25.9","-","134.4","-0.1","6.0","6.9","-6.7","0.8","-12.8","-4.9","1.7","-8.5","-8.3","28.5","0.4","-0.2","28.4","-22.7","96.8","-2.2"
"日高郡みなべ町","1.5","-22.9","-10.9","-24.4","-","5.2","47.3","-7.2","7.2","-5.3","0.4","-4.2","-0.6","-4.3","-7.4","-12.1","0.1","-21.8","-22.3","0.0","-23.0","14.3","-2.8"
"日高郡日高川町","-1.0","-21.8","-9.3","-12.5","116.3","-1.2","19.7","19.1","4.7","-8.0","1.5","-13.5","-11.0","-7.3","-5.3","-1.2","-1.6","-23.2","-23.6","-1.7","-20.3","4.5","-3.5"
"西牟婁郡_白浜町","1.5","-22.0","-11.4","-294.6","-","-3.9","29.5","5.3","5.8","-8.8","1.1","-11.3","3.8","0.0","-1.0","-1.8","1.1","-21.0","-21.5","1.0","-25.2","13.9","-0.1"
"西牟婁郡_上富田町","1.9","-22.4","-11.1","-26.3","-","9.0","5.7","-2.9","7.1","-7.4","2.7","-1.8","0.8","-3.6","-3.4","4.0","1.0","-21.2","-21.6","0.8","-22.1","8.3","-0.5"
"西牟婁郡_すさみ町","4.9","-22.0","-11.6","-34.3","-100.0","12.1","47.4","-2.1","6.8","-10.5","2.4","-9.8","-4.0","1.3","10.3","-13.6","5.3","-17.7","-18.2","5.2","-23.9","20.8","2.4"
"東牟婁郡_那智勝浦町","4.0","-19.6","-8.2","-21.0","-","19.4","39.4","0.5","7.4","-3.5","1.9","-4.7","-3.1","1.9","6.2","-7.0","3.7","-19.0","-19.5","3.6","-18.8","31.1","1.8"
"東牟婁郡_太地町","-1.0","-18.3","16.2","-8.9","-","53.2","-7.9","-6.9","6.7","-11.7","2.4","-3.5","-1.3","3.9","-16.4","17.0","-2.3","-23.7","-24.2","-2.4","-9.0","4.9","-1.0"
"東牟婁郡_古座川町","4.9","-23.0","-15.2","-32.3","78.9","34.6","28.6","-0.1","5.7","-6.5","0.8","-7.5","-3.3","-2.2","1.0","68.3","9.1","-14.8","-15.3","8.9","-20.0","30.2","6.7"
"東牟婁郡_北山村","-23.0","-23.0","-6.3","-","-","157.1","73.3","-37.3","5.4","5.8","2.1","-","-2.5","3.9","14.2","-8.8","-20.2","-37.6","-38.0","-20.3","-14.6","86.8","-27.2"
"東牟婁郡_串本町","1.5","-22.4","-7.8","-13.7","-","-41.5","42.1","5.4","6.6","-3.2","1.2","6.3","2.7","-0.5","-4.6","-17.3","-0.3","-22.2","-22.6","-0.5","-15.2","7.7","-0.7"
"海草地区","-8.2","-22.0","-9.0","-16.6","-26.2","-20.6","0.3","19.4","8.6","0.2","4.0","-9.9","7.1","-3.7","-3.3","-5.6","-7.7","-27.9","-28.3","-7.8","-21.7","-18.8","0.5"
"那賀地区","1.6","-22.4","-12.1","-10.6","-26.2","2.4","7.3","15.1","7.1","-2.0","2.1","-4.7","27.9","0.7","-1.9","-4.3","1.1","-21.1","-21.6","0.9","-22.3","3.3","1.8"
"伊都地区","0.6","-22.3","-13.2","-","-19.4","-8.0","10.9","28.1","5.6","-3.0","1.9","-1.9","-3.7","1.4","-5.5","-9.3","-1.0","-22.7","-23.1","-1.1","-22.0","-0.8","0.0"
"有田地区","-11.2","-22.6","-10.0","-16.3","12.6","-33.8","19.0","9.9","7.0","0.3","0.8","0.5","0.8","-1.8","-0.4","-7.3","-9.8","-29.6","-30.0","-10.0","-22.0","-26.7","0.6"
"日高地区","6.5","-22.7","-10.2","-22.7","23.9","29.3","15.5","17.1","6.8","-2.5","0.9","-12.8","3.6","-3.4","-6.1","-11.8","4.1","-18.7","-19.2","3.9","-22.4","25.9","-2.0"
"西牟婁地区","1.2","-22.1","-10.8","-13.8","-57.8","-0.1","15.1","16.8","7.5","-6.3","2.5","-7.3","9.3","-2.5","-4.5","-4.4","0.2","-21.8","-22.2","0.1","-20.1","5.7","0.0"
"東牟婁地区","1.4","-20.4","-10.1","-14.3","10.2","1.9","22.8","-6.8","7.0","-3.6","1.8","-5.6","4.2","-1.0","-2.5","-2.0","0.6","-21.4","-21.9","0.5","-15.5","14.5","-0.3"
