"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"伊都郡_かつらぎ町","41182.0","3012.0","54.0","0.0","52.0","9911.0","5784.0","854.0","3132.0","1367.0","6651.0","1294.0","735.0","8337.0","7563.0","600.0","49346.0","461.0","215.0","49592.0","3066.0","15747.0","30533.0"
"伊都郡_九度山町","6996.0","560.0","19.0","0.0","0.0","320.0","820.0","114.0","403.0","312.0","1795.0","476.0","104.0","2074.0","1127.0","253.0","8376.0","78.0","37.0","8418.0","579.0","1141.0","6656.0"
"伊都郡_高野町","9729.0","63.0","63.0","0.0","0.0","768.0","733.0","99.0","966.0","457.0","1448.0","490.0","760.0","3881.0","1452.0","9126.0","20307.0","190.0","89.0","20408.0","126.0","1501.0","18680.0"
"有田郡_湯浅町","27541.0","1196.0","5.0","133.0","0.0","2383.0","2032.0","659.0","4462.0","2326.0","5516.0","972.0","825.0","7032.0","8684.0","739.0","36964.0","346.0","161.0","37148.0","1334.0","4415.0","31216.0"
"有田郡_広川町","11459.0","1224.0","30.0","-7.0","0.0","1997.0","1318.0","92.0","714.0","289.0","2566.0","1131.0","166.0","1938.0","3532.0","388.0","15379.0","144.0","67.0","15455.0","1247.0","3315.0","10816.0"
"有田郡_有田川町","65781.0","6009.0","148.0","44.0","0.0","11374.0","6028.0","828.0","8643.0","1836.0","10847.0","5327.0","1374.0","13323.0","10939.0","1566.0","78287.0","732.0","342.0","78677.0","6201.0","17402.0","54684.0"
"日高郡_美浜町","11010.0","271.0","4.0","39.0","0.0","1037.0","908.0","206.0","470.0","327.0","2792.0","180.0","180.0","4597.0","4855.0","158.0","16023.0","150.0","70.0","16102.0","314.0","1945.0","13764.0"
"日高郡_日高町","10722.0","671.0","16.0","367.0","0.0","1759.0","1211.0","394.0","732.0","288.0","2628.0","421.0","153.0","2081.0","1396.0","432.0","12550.0","117.0","55.0","12612.0","1054.0","2970.0","8526.0"
"日高郡_由良町","25811.0","402.0","7.0","100.0","2.0","16974.0","1510.0","220.0","990.0","458.0","2294.0","707.0","171.0","1976.0","2237.0","432.0","28480.0","266.0","124.0","28622.0","509.0","18487.0","9484.0"
"日高郡印南町","23077.0","1681.0","48.0","37.0","0.0","11239.0","1860.0","166.0","1294.0","537.0","2599.0","776.0","221.0","2618.0","1938.0","579.0","25594.0","239.0","112.0","25721.0","1766.0","13100.0","10728.0"
"日高郡みなべ町","34911.0","3620.0","67.0","528.0","0.0","11070.0","4253.0","279.0","3011.0","1015.0","4494.0","1578.0","562.0","4434.0","4757.0","664.0","40332.0","377.0","176.0","40533.0","4215.0","15323.0","20794.0"
"日高郡日高川町","21824.0","1499.0","212.0","41.0","8.0","7959.0","3554.0","451.0","819.0","501.0","2880.0","572.0","324.0","3005.0","3762.0","950.0","26536.0","248.0","116.0","26668.0","1752.0","11521.0","13264.0"
"西牟婁郡_白浜町","52171.0","631.0","86.0","-28.0","0.0","3188.0","4940.0","927.0","4970.0","1348.0","7371.0","2208.0","1097.0","25433.0","6752.0","1723.0","60645.0","567.0","265.0","60948.0","689.0","8127.0","51829.0"
"西牟婁郡_上富田町","29240.0","842.0","43.0","32.0","0.0","7777.0","1936.0","1522.0","3828.0","807.0","5172.0","1633.0","491.0","5157.0","6633.0","832.0","36705.0","343.0","160.0","36888.0","917.0","9713.0","26076.0"
"西牟婁郡_すさみ町","8483.0","162.0","81.0","95.0","0.0","1698.0","959.0","171.0","653.0","360.0","1657.0","120.0","209.0","2318.0","1726.0","179.0","10388.0","97.0","45.0","10440.0","339.0","2657.0","7393.0"
"東牟婁郡_那智勝浦町","36371.0","284.0","101.0","315.0","0.0","1612.0","2637.0","633.0","4047.0","1494.0","6226.0","1046.0","1137.0","16840.0","3446.0","1575.0","41392.0","387.0","181.0","41598.0","700.0","4249.0","36444.0"
"東牟婁郡_太地町","4724.0","25.0","5.0","1196.0","0.0","162.0","368.0","79.0","355.0","200.0","1211.0","34.0","116.0","973.0","785.0","417.0","5926.0","55.0","26.0","5955.0","1227.0","530.0","4169.0"
"東牟婁郡_古座川町","3964.0","118.0","129.0","15.0","26.0","155.0","1006.0","41.0","236.0","213.0","947.0","49.0","161.0","868.0","1165.0","716.0","5846.0","55.0","26.0","5875.0","261.0","1187.0","4397.0"
"東牟婁郡_北山村","2773.0","14.0","17.0","0.0","0.0","99.0","346.0","1762.0","50.0","47.0","115.0","0.0","38.0","286.0","334.0","32.0","3138.0","29.0","14.0","3154.0","30.0","445.0","2663.0"
"東牟婁郡_串本町","34247.0","166.0","71.0","556.0","0.0","850.0","2958.0","1013.0","4677.0","2089.0","6759.0","743.0","1281.0","13085.0","11335.0","537.0","46120.0","431.0","201.0","46349.0","793.0","3808.0","41519.0"
"海草地区","1619598.0","9459.0","115.0","296.0","142.0","597622.0","71886.0","46693.0","175888.0","85322.0","219048.0","77895.0","50454.0","284778.0","186553.0","33915.0","1840066.0","17199.0","8028.0","1849237.0","9870.0","669650.0","1160546.0"
"那賀地区","224881.0","9596.0","65.0","81.0","751.0","52187.0","19599.0","4002.0","28468.0","9665.0","40460.0","10525.0","5225.0","44259.0","28838.0","4540.0","258260.0","2414.0","1127.0","259547.0","9742.0","72537.0","175981.0"
"伊都地区","170055.0","5932.0","195.0","0.0","75.0","20548.0","15483.0","6267.0","19362.0","9366.0","36415.0","6338.0","4706.0","45368.0","31122.0","13104.0","214281.0","2003.0","935.0","215349.0","6128.0","36106.0","172047.0"
"有田地区","190090.0","11229.0","188.0","796.0","15.0","46728.0","13160.0","3062.0","21542.0","7780.0","32276.0","11835.0","3735.0","37744.0","29187.0","4382.0","223659.0","2091.0","976.0","224774.0","12213.0","59903.0","151544.0"
"日高地区","202988.0","10075.0","367.0","1497.0","40.0","59986.0","17848.0","6029.0","19377.0","8225.0","27692.0","7240.0","5826.0","38786.0","34623.0","5056.0","242667.0","2268.0","1059.0","243876.0","11939.0","77874.0","152854.0"
"西牟婁地区","275343.0","6255.0","836.0","1005.0","104.0","27889.0","21915.0","10679.0","44970.0","14060.0","39742.0","10502.0","9866.0","87520.0","46368.0","7220.0","328931.0","3075.0","1435.0","330571.0","8096.0","49908.0","270927.0"
"東牟婁地区","165782.0","916.0","489.0","2157.0","129.0","6707.0","12391.0","9892.0","26866.0","9884.0","26522.0","6463.0","7056.0","56309.0","32756.0","5986.0","204524.0","1912.0","892.0","205543.0","3562.0","19228.0","181735.0"
