"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"海草郡_紀美野町","21560.0","1640.0","47.0","44.0","0.0","5767.0","2043.0","322.0","984.0","725.0","3452.0","688.0","321.0","5528.0","3632.0","574.0","25767.0","308.0","145.0","25931.0","1730.0","7810.0","16227.0"
"伊都郡_かつらぎ町","40358.0","3895.0","63.0","0.0","73.0","10089.0","4196.0","663.0","2966.0","1318.0","6606.0","1358.0","619.0","8513.0","7705.0","713.0","48776.0","584.0","274.0","49086.0","3957.0","14358.0","30461.0"
"伊都郡_九度山町","7024.0","725.0","22.0","0.0","0.0","333.0","652.0","122.0","381.0","380.0","1765.0","518.0","128.0","1999.0","1129.0","298.0","8452.0","101.0","48.0","8505.0","747.0","985.0","6720.0"
"伊都郡_高野町","9290.0","82.0","74.0","0.0","0.0","755.0","484.0","100.0","914.0","503.0","1472.0","489.0","573.0","3844.0","1524.0","10194.0","21008.0","251.0","118.0","21141.0","156.0","1238.0","19613.0"
"有田郡_湯浅町","28405.0","1540.0","5.0","179.0","0.0","3464.0","1491.0","671.0","4169.0","2317.0","5487.0","1246.0","832.0","7002.0","8883.0","850.0","38138.0","456.0","214.0","38380.0","1724.0","4955.0","31459.0"
"有田郡_広川町","12233.0","1585.0","35.0","12.0","0.0","2239.0","1306.0","87.0","671.0","323.0","2564.0","1278.0","172.0","1961.0","3709.0","454.0","16395.0","196.0","92.0","16499.0","1632.0","3545.0","11218.0"
"有田郡_有田川町","69427.0","7751.0","163.0","50.0","0.0","13413.0","5339.0","821.0","8072.0","1952.0","10749.0","5961.0","1491.0","13666.0","10920.0","1703.0","82050.0","982.0","461.0","82571.0","7963.0","18752.0","55334.0"
"日高郡_美浜町","11468.0","352.0","4.0","30.0","0.0","1620.0","814.0","212.0","437.0","363.0","2766.0","150.0","185.0","4534.0","5058.0","213.0","16739.0","200.0","94.0","16846.0","386.0","2434.0","13919.0"
"日高郡_日高町","10521.0","862.0","18.0","641.0","0.0","1468.0","960.0","389.0","679.0","329.0","2570.0","402.0","161.0","2041.0","1348.0","516.0","12385.0","148.0","70.0","12464.0","1522.0","2428.0","8435.0"
"日高郡_由良町","20999.0","519.0","8.0","107.0","2.0","11414.0","1962.0","253.0","934.0","478.0","2284.0","788.0","164.0","2087.0","2929.0","522.0","24451.0","293.0","137.0","24606.0","635.0","13377.0","10438.0"
"日高郡印南町","17161.0","2181.0","55.0","49.0","0.0","4795.0","1861.0","156.0","1211.0","575.0","2579.0","890.0","233.0","2575.0","2119.0","631.0","19911.0","238.0","112.0","20038.0","2285.0","6657.0","10969.0"
"日高郡みなべ町","34380.0","4697.0","76.0","699.0","0.0","10518.0","2887.0","301.0","2809.0","1072.0","4475.0","1648.0","565.0","4633.0","5138.0","755.0","40273.0","482.0","226.0","40529.0","5471.0","13405.0","21397.0"
"日高郡日高川町","22038.0","1918.0","233.0","47.0","4.0","8055.0","2970.0","379.0","782.0","544.0","2838.0","662.0","363.0","3243.0","3972.0","961.0","26971.0","323.0","152.0","27143.0","2198.0","11029.0","13745.0"
"西牟婁郡_白浜町","51384.0","809.0","97.0","15.0","0.0","3319.0","3815.0","880.0","4698.0","1478.0","7294.0","2490.0","1057.0","25432.0","6822.0","1755.0","59961.0","718.0","337.0","60341.0","921.0","7133.0","51906.0"
"西牟婁郡_上富田町","28692.0","1084.0","48.0","44.0","0.0","7137.0","1831.0","1568.0","3574.0","872.0","5036.0","1663.0","487.0","5349.0","6863.0","800.0","36356.0","435.0","204.0","36587.0","1176.0","8968.0","26212.0"
"西牟婁郡_すさみ町","8089.0","208.0","92.0","145.0","33.0","1515.0","651.0","175.0","611.0","403.0","1618.0","133.0","218.0","2288.0","1565.0","207.0","9861.0","118.0","55.0","9923.0","445.0","2199.0","7217.0"
"東牟婁郡_那智勝浦町","34967.0","353.0","110.0","398.0","0.0","1350.0","1891.0","630.0","3768.0","1549.0","6112.0","1098.0","1173.0","16535.0","3246.0","1694.0","39907.0","478.0","224.0","40160.0","861.0","3242.0","35804.0"
"東牟婁郡_太地町","4769.0","31.0","5.0","1313.0","0.0","105.0","400.0","85.0","332.0","226.0","1183.0","35.0","118.0","936.0","939.0","356.0","6065.0","73.0","34.0","6103.0","1349.0","505.0","4211.0"
"東牟婁郡_古座川町","3779.0","153.0","152.0","22.0","15.0","115.0","782.0","41.0","223.0","228.0","940.0","53.0","167.0","888.0","1154.0","426.0","5358.0","64.0","30.0","5392.0","326.0","912.0","4120.0"
"東牟婁郡_北山村","3603.0","18.0","18.0","0.0","0.0","38.0","200.0","2811.0","48.0","44.0","112.0","0.0","38.0","275.0","293.0","35.0","3930.0","47.0","22.0","3955.0","36.0","238.0","3657.0"
"東牟婁郡_串本町","33749.0","214.0","77.0","644.0","0.0","1454.0","2082.0","961.0","4386.0","2159.0","6677.0","698.0","1247.0","13150.0","11877.0","650.0","46276.0","554.0","260.0","46570.0","935.0","3536.0","41805.0"
"海草地区","1763717.0","12130.0","126.0","355.0","193.0","753059.0","71700.0","39118.0","161996.0","85112.0","210639.0","86456.0","47088.0","295744.0","192905.0","35936.0","1992558.0","23850.0","11200.0","2005207.0","12611.0","824951.0","1154995.0"
"那賀地区","221424.0","12367.0","75.0","90.0","1017.0","50951.0","18266.0","3476.0","26591.0","9858.0","39628.0","11045.0","4085.0","43973.0","29390.0","4747.0","255561.0","3059.0","1437.0","257183.0","12532.0","70235.0","172794.0"
"伊都地区","168980.0","7636.0","225.0","0.0","93.0","22329.0","13965.0","4893.0","18336.0","9655.0","35741.0","6460.0","4885.0","44763.0","32945.0","14440.0","216365.0","2590.0","1216.0","217739.0","7861.0","36387.0","172118.0"
"有田地区","214005.0","14498.0","209.0","951.0","13.0","70637.0","11061.0","2787.0","20136.0","7756.0","32030.0","11779.0","3706.0","38444.0","29306.0","4729.0","248041.0","2969.0","1394.0","249616.0","15658.0","81711.0","150672.0"
"日高地区","190528.0","13034.0","408.0","1938.0","32.0","46386.0","15453.0","5147.0","18150.0","8439.0","27458.0","8304.0","5624.0","40153.0","36890.0","5732.0","233150.0","2791.0","1311.0","234631.0","15381.0","61871.0","155898.0"
"西牟婁地区","272197.0","8031.0","937.0","1166.0","247.0","27918.0","19048.0","9140.0","41816.0","15008.0","38768.0","11334.0","9028.0","89756.0","48565.0","7554.0","328317.0","3930.0","1846.0","330401.0","10133.0","47213.0","270971.0"
"東牟婁地区","163529.0","1151.0","544.0","2518.0","118.0","6585.0","10093.0","10616.0","25113.0","10253.0","26043.0","6846.0","6773.0","56876.0","33592.0","6107.0","203228.0","2432.0","1142.0","204518.0","4214.0","16796.0","182218.0"
