"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"海草郡_紀美野町","83.3","5.8","0.2","0.1","0.0","22.0","7.3","1.2","3.8","3.9","13.0","2.8","1.4","21.8","13.8","2.4","99.5","1.1","0.6","100.0","6.2","29.2","64.1"
"伊都郡_かつらぎ町","83.8","7.1","0.1","0.0","0.2","23.6","8.5","1.3","5.9","3.2","12.8","3.1","1.1","16.7","14.1","1.6","99.5","1.1","0.6","100.0","7.3","32.3","59.9"
"伊都郡_九度山町","83.3","7.6","0.3","0.0","0.0","5.6","8.0","1.5","4.3","6.1","19.5","6.1","1.7","22.7","12.4","3.8","99.5","1.1","0.6","100.0","7.9","13.6","78.1"
"伊都郡_高野町","44.3","0.3","0.4","0.0","0.0","3.9","2.7","0.5","4.2","3.1","6.7","3.0","2.2","17.2","6.1","49.2","99.5","1.1","0.6","100.0","0.7","6.6","92.1"
"有田郡_湯浅町","75.2","3.7","0.0","0.6","0.0","10.1","3.2","1.8","10.8","7.8","13.8","3.6","2.3","17.6","21.9","2.4","99.5","1.1","0.6","100.0","4.3","13.3","82.0"
"有田郡_広川町","75.9","8.8","0.3","1.1","0.0","14.8","7.8","0.5","4.1","2.5","15.2","7.9","1.1","11.9","20.4","3.2","99.5","1.1","0.6","100.0","10.2","22.5","66.8"
"有田郡_有田川町","85.1","8.4","0.2","0.0","0.0","18.0","7.4","1.0","9.5","3.0","12.3","7.1","1.9","16.4","12.3","2.1","99.5","1.1","0.6","100.0","8.7","25.4","65.5"
"日高郡_美浜町","68.6","1.9","0.0","0.2","0.0","10.2","6.9","1.2","2.5","2.6","15.6","0.8","1.1","25.5","29.4","1.5","99.5","1.1","0.6","100.0","2.1","17.1","80.3"
"日高郡_日高町","84.7","6.3","0.2","6.3","0.0","10.6","9.4","2.8","5.3","3.4","19.4","3.5","1.4","16.2","10.3","4.5","99.5","1.1","0.6","100.0","12.8","20.0","66.7"
"日高郡_由良町","86.9","2.0","0.0","1.0","0.0","46.2","8.1","1.1","3.9","2.4","9.3","2.8","0.7","9.5","10.2","2.5","99.5","1.1","0.6","100.0","3.0","54.3","42.2"
"日高郡印南町","87.6","9.1","0.3","0.3","0.0","30.5","9.4","0.7","5.5","3.6","11.5","3.6","1.2","11.9","8.9","3.0","99.5","1.1","0.6","100.0","9.7","39.9","49.9"
"日高郡みなべ町","86.2","9.9","0.2","1.9","0.0","26.9","9.8","0.7","6.5","3.4","10.2","3.6","1.4","11.7","11.4","1.9","99.5","1.1","0.6","100.0","12.1","36.7","50.7"
"日高郡日高川町","81.9","6.3","0.9","0.1","0.0","29.3","11.8","1.6","2.8","2.7","9.8","2.5","1.6","12.6","14.4","3.3","99.5","1.1","0.6","100.0","7.3","41.0","51.1"
"西牟婁郡_白浜町","85.7","1.2","0.2","0.5","0.0","6.4","6.7","1.5","7.5","3.2","11.5","4.2","1.7","41.0","11.1","2.7","99.5","1.1","0.6","100.0","1.9","13.1","84.5"
"西牟婁郡_上富田町","80.1","2.6","0.1","0.1","0.0","22.4","6.0","4.2","9.3","2.9","12.4","4.5","1.2","14.4","17.5","1.9","99.5","1.1","0.6","100.0","2.9","28.4","68.3"
"西牟婁郡_すさみ町","82.7","1.9","1.1","1.2","0.7","15.2","5.3","1.8","6.1","5.8","16.4","1.4","2.2","23.5","14.5","2.3","99.5","1.1","0.6","100.0","4.2","21.3","74.0"
"東牟婁郡_那智勝浦町","87.9","0.8","0.3","1.6","0.0","3.5","5.2","1.7","9.5","5.3","15.0","2.8","3.0","39.3","7.3","4.3","99.5","1.1","0.6","100.0","2.7","8.7","88.1"
"東牟婁郡_太地町","81.5","0.6","0.1","15.1","0.0","3.3","7.5","1.6","6.1","5.1","21.1","0.6","2.2","18.2","13.1","4.9","99.5","1.1","0.6","100.0","15.8","10.8","72.9"
"東牟婁郡_古座川町","74.3","2.7","3.5","0.4","0.1","2.3","11.3","0.8","4.3","6.8","17.8","1.1","4.0","19.2","20.6","4.6","99.5","1.1","0.6","100.0","6.6","13.7","79.2"
"東牟婁郡_北山村","86.9","0.5","0.6","0.0","0.0","1.1","8.9","58.1","1.5","2.5","3.4","0.0","1.3","9.0","11.4","1.1","99.5","1.1","0.6","100.0","1.1","10.1","88.3"
"東牟婁郡_串本町","73.7","0.4","0.2","3.1","0.0","2.2","5.1","2.3","9.1","5.9","13.6","1.7","2.8","27.2","24.3","1.5","99.5","1.1","0.6","100.0","3.7","7.4","88.4"
"海草地区","88.3","0.5","0.0","0.0","0.0","38.2","3.5","2.4","8.0","5.1","9.8","4.6","2.3","13.8","9.5","1.8","99.5","1.1","0.6","100.0","0.6","41.7","57.2"
"那賀地区","87.1","4.4","0.0","0.0","0.5","20.4","6.7","1.6","10.4","4.8","15.0","4.7","1.5","17.2","10.6","1.9","99.5","1.1","0.6","100.0","4.5","27.5","67.5"
"伊都地区","78.8","3.2","0.1","0.0","0.0","11.7","6.4","2.7","8.3","5.5","15.6","3.5","2.2","19.6","13.9","6.8","99.5","1.1","0.6","100.0","3.3","18.2","78.0"
"有田地区","85.6","5.5","0.1","0.5","0.0","25.6","5.0","1.2","8.3","4.1","12.9","5.2","1.6","15.7","11.9","2.0","99.5","1.1","0.6","100.0","6.1","30.6","62.8"
"日高地区","82.0","4.9","0.2","1.0","0.0","20.2","7.2","2.9","7.5","4.5","11.1","3.2","2.3","17.0","14.9","2.6","99.5","1.1","0.6","100.0","6.1","27.5","65.9"
"西牟婁地区","83.4","2.2","0.3","0.5","0.1","9.2","6.1","3.4","12.4","5.9","11.1","3.4","2.5","26.3","13.9","2.2","99.5","1.1","0.6","100.0","3.0","15.3","81.1"
"東牟婁地区","80.7","0.5","0.3","1.5","0.1","3.8","5.3","4.9","12.1","6.6","12.2","3.2","3.3","26.9","15.9","2.9","99.5","1.1","0.6","100.0","2.3","9.2","88.0"
