"項目","1.産業","1.産業_農業","1.産業_林業","1.産業_水産業","1.産業_鉱業","1.産業_製造業","1.産業_建設業","1.産業_電気・ガス","1.産業_卸売・小売業","1.産業_金融・保険業","1.産業_不動産業","1.産業_運輸業","1.産業_情報通信業","1.産業_サービス業","2.政府サービス生産者","3.対家計民間非営利サービス生産者"," 小  計(1+2+3)","輸入品に課される税・関税","（控除）総資本形成に係る消費税","市町村内総 生 産","（再掲）第一次産業","（再掲）第二次産業","（再掲）第三次産業"
"伊都郡_かつらぎ町","40756.0","3807.0","145.0","9.0","119.0","9482.0","4927.0","521.0","3459.0","1604.0","6288.0","1305.0","777.0","8312.0","9424.0","493.0","50673.0","415.0","225.0","50863.0","3961.0","14528.0","32183.0"
"伊都郡_九度山町","7920.0","660.0","57.0","0.0","0.0","750.0","746.0","145.0","596.0","595.0","1638.0","444.0","234.0","2055.0","1105.0","294.0","9320.0","76.0","41.0","9355.0","718.0","1496.0","7106.0"
"伊都郡_高野町","11689.0","131.0","170.0","0.0","0.0","1050.0","1386.0","106.0","1324.0","711.0","1415.0","629.0","268.0","4499.0","1769.0","3356.0","16814.0","138.0","75.0","16877.0","301.0","2436.0","14077.0"
"有田郡_湯浅町","28927.0","1226.0","8.0","288.0","0.0","3492.0","1445.0","667.0","5470.0","2266.0","4913.0","1681.0","743.0","6728.0","9326.0","764.0","39017.0","320.0","173.0","39164.0","1523.0","4938.0","32557.0"
"有田郡_広川町","13951.0","1377.0","87.0","54.0","0.0","3311.0","2133.0","92.0","868.0","457.0","2270.0","1221.0","279.0","1801.0","3428.0","547.0","17926.0","147.0","79.0","17993.0","1518.0","5444.0","10964.0"
"有田郡_有田川町","66287.0","6405.0","378.0","370.0","0.0","11503.0","6639.0","1073.0","8536.0","2518.0","9208.0","4541.0","1536.0","13581.0","10978.0","1139.0","78405.0","642.0","348.0","78699.0","7154.0","18141.0","53110.0"
"日高郡_美浜町","12070.0","418.0","9.0","59.0","0.0","1826.0","1354.0","237.0","747.0","493.0","2436.0","97.0","283.0","4110.0","4684.0","347.0","17101.0","140.0","76.0","17165.0","486.0","3180.0","13435.0"
"日高郡_日高町","12057.0","867.0","35.0","892.0","85.0","1653.0","2093.0","342.0","962.0","446.0","2136.0","362.0","257.0","1926.0","1404.0","268.0","13729.0","112.0","61.0","13780.0","1794.0","3831.0","8103.0"
"日高郡_由良町","18611.0","523.0","15.0","177.0","0.0","8900.0","1614.0","233.0","1184.0","635.0","2019.0","631.0","246.0","2433.0","1743.0","395.0","20748.0","170.0","92.0","20826.0","716.0","10514.0","9519.0"
"日高郡印南町","20776.0","2512.0","109.0","72.0","0.0","6678.0","3291.0","168.0","1497.0","765.0","1902.0","288.0","368.0","3125.0","1829.0","312.0","22918.0","188.0","102.0","23004.0","2694.0","9969.0","10255.0"
"日高郡みなべ町","43389.0","6726.0","172.0","787.0","0.0","14592.0","4980.0","335.0","3354.0","1291.0","4339.0","598.0","536.0","5680.0","4419.0","567.0","48375.0","396.0","214.0","48557.0","7684.0","19572.0","21119.0"
"日高郡日高川町","23772.0","2036.0","475.0","283.0","0.0","7021.0","3507.0","1205.0","899.0","758.0","2455.0","1095.0","452.0","3587.0","4088.0","684.0","28544.0","234.0","127.0","28652.0","2793.0","10528.0","15223.0"
"西牟婁郡_白浜町","58905.0","1127.0","221.0","126.0","61.0","4123.0","4317.0","1107.0","5641.0","1944.0","7042.0","2649.0","1308.0","29238.0","7361.0","1415.0","67682.0","555.0","300.0","67936.0","1475.0","8501.0","57706.0"
"西牟婁郡_上富田町","30342.0","1259.0","99.0","24.0","4.0","9348.0","2007.0","805.0","3805.0","1081.0","4095.0","1280.0","617.0","5919.0","6514.0","938.0","37794.0","310.0","168.0","37937.0","1381.0","11359.0","25054.0"
"西牟婁郡_すさみ町","9869.0","255.0","221.0","258.0","198.0","1654.0","904.0","212.0","847.0","535.0","1535.0","139.0","315.0","2797.0","2063.0","339.0","12271.0","101.0","54.0","12317.0","734.0","2756.0","8780.0"
"東牟婁郡_那智勝浦町","38531.0","398.0","236.0","899.0","0.0","1785.0","2730.0","742.0","5269.0","1944.0","5565.0","1008.0","1242.0","16712.0","3212.0","778.0","42521.0","348.0","189.0","42681.0","1534.0","4515.0","36473.0"
"東牟婁郡_太地町","5153.0","29.0","7.0","590.0","0.0","493.0","589.0","102.0","474.0","314.0","1077.0","30.0","162.0","1286.0","826.0","97.0","6076.0","50.0","27.0","6099.0","626.0","1082.0","4368.0"
"東牟婁郡_古座川町","4909.0","193.0","423.0","79.0","15.0","221.0","921.0","219.0","355.0","305.0","860.0","2.0","278.0","1040.0","1623.0","539.0","7071.0","58.0","31.0","7097.0","695.0","1156.0","5220.0"
"東牟婁郡_北山村","1986.0","19.0","39.0","0.0","0.0","22.0","264.0","1190.0","19.0","48.0","99.0","0.0","54.0","232.0","503.0","50.0","2539.0","21.0","11.0","2549.0","58.0","286.0","2195.0"
"東牟婁郡_串本町","38187.0","251.0","156.0","932.0","0.0","2427.0","2973.0","1310.0","5619.0","2621.0","6041.0","665.0","1475.0","13718.0","12136.0","947.0","51270.0","420.0","227.0","51463.0","1339.0","5399.0","44532.0"
"海草地区","1732932.0","11173.0","249.0","576.0","14690.0","692830.0","59491.0","54129.0","176759.0","111702.0","181792.0","72289.0","56376.0","300876.0","209485.0","25990.0","1968407.0","16127.0","8727.0","1975808.0","11998.0","767012.0","1189398.0"
"那賀地区","208383.0","12273.0","186.0","254.0","1346.0","43937.0","17154.0","4016.0","27752.0","10222.0","35748.0","7407.0","4511.0","43577.0","27908.0","5544.0","241835.0","1981.0","1072.0","242744.0","12714.0","62437.0","166684.0"
"伊都地区","186372.0","7476.0","526.0","19.0","244.0","28426.0","21408.0","7098.0","20911.0","12453.0","32987.0","5965.0","5128.0","43730.0","33394.0","7343.0","227108.0","1861.0","1007.0","227962.0","8021.0","50079.0","169009.0"
"有田地区","252930.0","11825.0","488.0","1550.0","0.0","111831.0","13930.0","2657.0","22325.0","8722.0","28037.0","10085.0","4077.0","37403.0","30408.0","3410.0","286747.0","2349.0","1271.0","287825.0","13862.0","125762.0","147123.0"
"日高地区","212770.0","15766.0","844.0","2712.0","85.0","49293.0","23495.0","8411.0","23552.0","10506.0","24140.0","5869.0","4114.0","43983.0","36157.0","3818.0","252746.0","2071.0","1121.0","253696.0","19322.0","72874.0","160550.0"
"西牟婁地区","299997.0","10854.0","2027.0","1576.0","613.0","34809.0","24393.0","11676.0","47048.0","19352.0","34813.0","9439.0","9103.0","94295.0","50130.0","7343.0","357470.0","2929.0","1585.0","358814.0","14456.0","59815.0","283199.0"
"東牟婁地区","175694.0","1371.0","1242.0","2728.0","173.0","9830.0","13526.0","10236.0","29416.0","12680.0","23083.0","4656.0","7549.0","59204.0","35345.0","5190.0","216228.0","1772.0","959.0","217041.0","5341.0","23529.0","187358.0"
